measDate,Flow_CFS
6/27/2026,378
6/28/2026,373
6/29/2026,374
6/30/2026,457
7/1/2026,466
7/2/2026,466
7/3/2026,460
7/4/2026,459
7/5/2026,458
7/6/2026,455
7/7/2026,454
7/8/2026,459
7/9/2026,503
7/10/2026,510
7/11/2026,536
7/12/2026,532
7/13/2026,532
7/14/2026,514
7/15/2026,440
7/16/2026,446
7/17/2026,476
7/18/2026,620
7/19/2026,611
7/20/2026,594
7/21/2026,549
7/22/2026,565
7/23/2026,575
7/24/2026,558
7/25/2026,555
7/26/2026,543
7/27/2026,503
7/28/2026,524
7/29/2026,480
7/30/2026,493
7/31/2026,477
8/1/2026,467
8/2/2026,459
8/3/2026,468
8/4/2026,469
8/5/2026,474
8/6/2026,510
8/7/2026,521
8/8/2026,577
8/9/2026,582
8/10/2026,562
8/11/2026,461
8/12/2026,375
8/13/2026,395
8/14/2026,427
8/15/2026,425
8/16/2026,399
8/17/2026,389
8/18/2026,383
8/19/2026,384
